,storeId,url,additionalAttributes,breadcrumbs,id,predicted_lables
1680,,,, online shopping  >  clothing & shoes  >  shoes  >  women's shoes  >  boots  >  matisse ,25769803881,rest
1682,,,, online shopping  >  worldstock fair trade  >  clothing shoes & access.  >  clothing  >  women's clothing ,25769803883,rest
1683,,,,home goods > kitchen & dining > dinnerware > formal dinnerware,25769803884,rest
1685,,,,best buy > computers & tablets > computer accessories & peripherals > mice & keyboards > mice > wired & usb mice,25769803886,rest
1686,,,,target > clothing > men's clothing > jeans > straight leg jeans,25769803887,rest
1687,23,https://www.walmart.com/ip/Operation-Doomsday/29495781,Record Label=CD;Release Date=10/24/2011;Brand=TRAFFIC ENTERTAINMENT GROUP;Performer=MF Doom;manufacturer_part_number=OPERATION;1.=Track Listing Not Available At This Time,music on cd or vinyl > rap > hip-hop,25769803888,music
1690,24,http://www.amazon.com/dp/B004PHSTTS?psc=1,"Format=Multiple Formats, Animated, Box set, Color, Dubbed, Full Screen, NTSC, Subtitled;Run Time=401 minutes;Number of discs=3;Subtitles=English;Region=Region 1 U.S. and Canada only. Read more about DVD formats.;edition=DVD;Dubbed=English;DVD Release Date=June 21, 2011;Language=Japanese Stereo;Average Customer Review=4.6 out of 5 stars See all reviews 68 customer reviews;Studio=Viz Media;ASIN=B004PHSTTS;Amazon Best Sellers Rank=#9,521 in Movies & TV See Top 100 in Movies & TV #225 in Movies & TV > DVD > Anime;Actors=Various;Directors=Various;Rated=Unrated Not Rated",movies & tv > boxed sets > anime > movies & tv > genre for featured categories > anime & manga > movies & tv > movies,25769803891,videos
1692,,,,party & occasions > halloween > all costumes > all halloween costumes,25769803893,rest
1693,,,,target > shoes > men's shoes > boots,25769803894,rest
1694,24,http://www.amazon.com/dp/B00005MJPH?psc=1,"Format=Single, Import;Number of Discs=1;Average Customer Review=4.5 out of 5 stars See all reviews 2 customer reviews;Label=Msi Music/Super D;ASIN=B00005MJPH;Amazon Best Sellers Rank=#825,592 in Music See Top 100 in Music #936 in Music > Alternative Rock > Singer-Songwriters #18469 in Music > Pop > Singer-Songwriters #25437 in Music > Pop > Adult Alternative",cds & vinyl > alternative rock > singer-songwriters > cds & vinyl > folk > cds & vinyl > pop > adult alternative > cds & vinyl > pop > singer-songwriters,25769803895,music
1698,,,,sports & outdoors > outdoor sports > hunting > optics & binoculars > rifle scopes,25769803899,rest
1700,,,, clothing  >  men  >  men's bottoms  >  see all men's bottoms ,25769803901,rest
1701,,,, bedding & bath  >  fashion bedding  >  duvet covers ,25769803902,rest
1702,23,http://www.walmart.com/ip/36557585,"Contributed by=Ross, Natalie;Format=CD/Spoken Word;ISBN-13=9781491513767;Publish Date=Apr 2014;ISBN-10=1491513764;Publisher=Brilliance Audio",books > romance > general,25769803903,books
1703,,,,target > clothing > women's clothing > juniors > juniors' activewear,25769803904,rest
1704,26,https://www.overstock.com/Books-Movies-Music-Games/10-Minute-Solution-Tighten-Tone-Pilates-DVD/6972833/product.html,Rating=Not Rated;Format=DVD;Dimensions=7.5x5.5x0.5;Weight=0.3 lbs;Studio=Anchor Bay/Starz;Country of Origin=United States;Genre=Exercise/Fitness,books & media > movies > exercise,25769803905,videos
1705,,,,sports & outdoors > fan shop > toys & game room > games,25769803906,rest
1707,,,,arts crafts & sewing > painting drawing & art supplies > painting > paints,25769803908,rest
1708,,,, electronics office school supplies school arts & crafts ,25769803909,rest
1712,22,https://www.target.com/p/radmilla-cody-s-e-hasin-kinship-hope-cd/-/A-52063855,"Store Item Number (DPCI)=244-52-4910;Origin=Made in the USA or Imported;Record label=Canyon Records;UPC=729337654228;Street Date=January 27, 2017;Software Format=CD;Pop Music Genre=World;Artist=Radmilla Cody;TCIN=52063855","target > movies, music & books > music > world",25769803913,music
1713,,,, home  >  decor  >  art & wall decor  >  frames ,25769803914,rest
1715,24,http://www.amazon.com/dp/0595453325?psc=1,"ISBN-13=978-0595453320;Product Dimensions=6 x 0.2 x 9 inches;Language=English;Average Customer Review=5.0 out of 5 stars See all reviews 1 customer review;ISBN-10=0595453325;Shipping Weight=5.6 ounces View shipping rates and policies;Publisher=iUniverse, Inc. July 2, 2007;Amazon Best Sellers Rank=#9,132,159 in Books See Top 100 in Books #5523 in Books > Self-Help > Abuse #10392 in Books > Religion & Spirituality > New Age & Spirituality > Mysticism #17775 in Books > Christian Books & Bibles > Christian Living > Self Help;Paperback=84 pages",books > self-help > abuse,25769803916,books
1718,,,,baby > feeding > bottle-feeding > baby bottles,25769803919,rest
1719,,,,home goods > home decor store > area rugs store > accent rugs,25769803920,rest
1721,,,,pet supply store > feeders & waterers > waterers,25769803922,rest
1722,,,,electronics > computers & accessories > computer accessories & peripherals > cables & interconnects > ethernet cables > cat 5e cables,25769803923,rest
1723,,,,office products > office & school supplies > paper > business paper products > dry erase sheets,25769803924,rest
1724,26,https://www.overstock.com/Books-Movies-Music-Games/Rick-Steves-Travel-As-a-Political-Act-Paperback/9236796/product.html?refccid=YGAC5TCPJZXLHBSEA5VN2LTREY&searchidx=21,"Format=Paperback;Copyright Year=2015;Series Name=Rick Steves;Publisher Date=2014-11-04 00:00:00.0;Pages=267;Audience=General/trade;Thickness=0.5 in;Language=English;Edition Detail=Revised;Height=8.0 in;Unit weight=1.05 lb;Wdth=5.0 in;Authors=Steves, Rick;Publisher=Avalon Travel Pub;Country of Origin=United States;Genre=TRAVEL / Essays & Travelogues",books & media > books > travel books > general travel,25769803925,books
1725,,,, bedding & bath  >  fashion bedding  >  comforter sets ,25769803926,rest
1726,,,,tools & home improvement > power & hand tools > hand tools > nippers & snips,25769803927,rest
1728,,,,home & kitchen > home dÌ©cor > window treatments > window shutters > louver shutters,25769803929,rest
1730,,,, jewelry & watches  >  jewelry  >  necklaces  >  gold over silver necklaces ,25769803931,rest
1731,,,,jewelry > women > religious > necklaces & pendants,25769803932,rest
1732,,,,target > sports & outdoors > fan shop > apparel > kids' & baby,25769803933,rest
1733,,,,clothing shoes & jewelry > women > clothing > lingerie sleep & lounge > lingerie > shapewear > bodysuits,25769803934,rest
1735,,,,best buy > audio & mp3 > ipod & mp3 player accessories > cases & armbands > soft cases,25769803936,rest
1736,22,http://www.target.com/p/so-you-think-you-can-dance-get-fit-tone-and-groove-widescreen/-/A-11543349,Run Time=6540;Movie Genre=Health & Fitness;Store Item Number (DPCI)=246-03-4251;Origin=Made in the USA or Imported;UPC=097368945647;Movie Studio=Paramount;Movie Picture Format=widescreen;Language=english;MPAA Rating=NR;Movie MPAA Rating=nr;Software Format=DVD Video;Movie Category=Instructional;TCIN=11543349,"target > movies, music & books > movies > exercise & fitness",25769803937,videos
1738,,,,home goods > home decor store > lighting & ceiling fans > table lamps,25769803939,rest
1740,,,,clothing > men > men's bottoms > men's jeans > men > men > men's bottoms,25769803941,rest
1744,,,,"clothing > intimates & sleepwear > hosiery, tights & leggings",25769803945,rest
1745,,,,best buy > computers & tablets > ipad & tablet accessories > ipad accessories > ipad cases covers & keyboard folios,25769803946,rest
1748,,,,home > kitchen & dining > dining & entertaining > kitchen textiles,25769803949,rest
1749,,,,clothing & shoe store > women's clothing store > sweaters > long sleeve sweaters,25769803950,rest
1750,,,,grocery & gourmet food > beverages > coffee tea & cocoa > tea > tea samplers,25769803951,rest
1753,,,,home & kitchen > furniture > living room furniture > living room sets,25769803954,rest
1754,,,,baby > nursery decor > nursery accessories,25769803955,rest
1755,,,, home  >  bedding  >  decorative pillows ,25769803956,rest
1757,26,https://www.overstock.com/Books-Movies-Music-Games/Four-Wheeler-Top-Truck-Challenge-IV-DVD/11244961/product.html?refccid=4GH3X6CSPEHZLQCIR2KWE5TG3Y&searchidx=33,Rating=Not Rated;Format=DVD;Dimensions=7.49x5.5x0.56;Weight=0.2 lbs;Studio=Rumbleride/Allied;Country of Origin=United States;Genre=Auto Sports,books & media > movies > sports & recreation,25769803958,videos
1758,,,, home  >  furniture  >  kitchen & dining furniture  >  kitchen & dining sets ,25769803959,rest
1764,,,,clothing > intimates & sleepwear > bras > all bras,25769803965,rest
1766,,,,target > home > home decor > throw pillows,25769803967,rest
1771,,,,target > clothing > men's clothing > shirts > short sleeve tees,25769803972,rest
1773,,,,target > clothing > boys' clothing > bottoms > shorts,25769803974,rest
1774,,,,target > shoes > toddler boys' shoes > boots,25769803975,rest
1775,,,,target > toys > action figures & playsets > mini-figures & playsets,25769803976,rest
1779,,,,beauty & personal care > fragrance > women's > eau de toilette,25769803980,rest
1780,,,, online shopping  >  worldstock fair trade  >  clothing shoes & access.  >  clothing  >  men's clothing ,25769803981,rest
1781,,,,clothing & shoes > shoes > men's shoes > loafers,25769803982,rest
1782,23,https://www.walmart.com/ip/Winter-Romance/28263149,Record Label=CD;Release Date=10/06/2009;Brand=UMGD;Performer=Beegie Adair;1.=Track Listing Not Available At This Time,music on cd or vinyl > special interest > christmas music,25769803983,music
1784,,,,sports & outdoors > sports & fitness > hunting & fishing > fishing > reels,25769803985,rest
1785,24,http://www.amazon.com/dp/B0007RO55C?psc=1,"Format=Import;Number of Discs=2;Composer=Benjamin Britten, Belcea Quartet;SPARS Code=DDD;Average Customer Review=5.0 out of 5 stars See all reviews 5 customer reviews;Label=EMI Classics;ASIN=B0007RO55C;Amazon Best Sellers Rank=#160,390 in CDs & Vinyl See Top 100 in CDs & Vinyl #7108 in CDs & Vinyl > Classical > Chamber Music",cds & vinyl > classical > chamber music,25769803986,music
1786,,,, online shopping  >  clothing & shoes  >  handbags  >  shop by style  >  shoulder bags ,25769803987,rest
1787,,,,best buy > car electronics & gps > gps navigation & accessories > portable gps,25769803988,rest
1789,,,,automotive > car care > interior care > protectants > rubber care,25769803990,rest
1791,,,,home improvement > hardware > brackets & angle irons,25769803992,rest
1792,,,,target > liz lange > tops,25769803993,rest
1794,,,, online shopping  >  jewelry & watches  >  jewelry  >  gold over silver jewelry  >  rings  >  cubic zirconia rings ,25769803995,rest
1795,,,,industrial & scientific > lab & scientific products > glassware & labware > supports & apparatus > labware clamps,25769803996,rest
1796,,,,main street revolution > baby > health & child safety > child safety,25769803997,rest
1798,,,, compras en l?nea  >  hogar y jard?n  >  cocina y comedor  >  vasos utensilios de bar  >  vasos para cerveza ,25769803999,rest
1799,,,,"target > clothing > men's clothing > big & tall > big & tall shirts > tees, tanks & polos",25769804000,rest
1800,,,,patio lawn & garden > patio furniture & accessories > patio furniture covers > furniture set covers,25769804001,rest
1801,,,,pet supplies > dogs > collars harnesses & leashes > id tags & collar accessories > id tags,25769804002,rest
1803,,,,target > health > health care uniforms,25769804004,rest
1804,,,,grocery & gourmet food > beverages > coffee tea & cocoa > tea > black,25769804005,rest
1807,,,,target > furniture > living room furniture > accent furniture > accent tables > target > furniture > living room furniture > accent furniture > accent tables,25769804008,rest
1810,,,,best buy > office > telephones & communication > telephone accessories > cordless phone batteries,25769804011,rest
1811,,,,target > sports & outdoors > fan shop > sports apparel > kids' & baby,25769804012,rest
1814,,,,home & kitchen > home dÌ©cor > candles & holders > candleholders > candlestick holders,25769804015,rest
1816,,,,best buy > computers & tablets > networking & wireless > pc range extenders,25769804017,rest
1819,,,,target > clothing > toddler boys' clothing > tops > tees & tanks,25769804020,rest
1821,,,,beauty > makeup > face,25769804022,rest
1824,,,,best buy > cell phones > samsung galaxy > samsung galaxy accessories > samsung galaxy cases,25769804025,rest
1827,,,,"best buy > cell phones > cell phone accessories > adapters, cables & chargers > wireless chargers & cases > wireless chargers",25769804028,rest
1828,,,,automotive > motorcycle & powersports > protective gear > helmets,25769804029,rest
1831,22,http://www.target.com/p/emapea-seeds-roots-fruits-vinyl/-/A-50727718,"Store Item Number (DPCI)=244-18-5920;Origin=Made in the USA or Imported;Record label=COLD BUSTED;UPC=702334206072;Street Date=January 29, 2016;Software Format=Vinyl;Pop Music Genre=Rap, Rock;Artist=Emapea;TCIN=50727718","target > movies, music & books > music > rap",25769804032,music
1833,24,http://www.amazon.com/dp/B0007PALZC?psc=1,"Writers=Jack Guss, Marvin H. Albert;Format=Closed-captioned, Color, Dubbed, NTSC, Subtitled, Widescreen;Run Time=93 minutes;Number of discs=1;Subtitles=English, Spanish;Producers=Aaron Rosenberg;Region=Region 1 U.S. and Canada only. Read more about DVD formats.;edition=DVD;Dubbed=English, French, Spanish;Aspect Ratio=2.35;DVD Release Date=May 24, 2005;Language=English Dolby Digital 2.0 Stereo , French Dolby Digital 2.0 Mono , Spanish Dolby Digital 2.0 Mono;Average Customer Review=4.0 out of 5 stars See all reviews 63 customer reviews;Studio=Twentieth Century-Fox Film Corporation;ASIN=B0007PALZC;Amazon Best Sellers Rank=#95,024 in Movies & TV See Top 100 in Movies & TV #10199 in Movies & TV > DVD > Mystery & Thrillers #11333 in Movies & TV > DVD > Action & Adventure #13045 in Movies & TV > DVD > Comedy;Actors=Frank Sinatra, Raquel Welch, Richard Conte, Martin Gabel, Lainie Kazan;Directors=Gordon Douglas;Rated=NR Not Rated",movies & tv > genre for featured categories > action & adventure > movies & tv > genre for featured categories > comedy > movies & tv > genre for featured categories > drama > movies & tv > genre for featured categories > mystery & thrillers > movies & tv > movies > movies & tv > studio specials > 20th century fox home entertainment > action > general > movies & tv > studio specials > 20th century fox home entertainment > all fox titles > movies & tv > studio specials > 20th century fox home entertainment > comedy,25769804034,videos
1838,,,,best buy > audio > home audio accessories > speaker accessories > speaker cables & wire,25769804039,rest
1839,,,,best buy > computers & tablets > computer cards & components > motherboards,25769804040,rest
1840,,,,automotive > lights & lighting accessories > warning & emergency lights > emergency strobe lights,25769804041,rest
1844,23,https://www.walmart.com/ip/44346482,"Movie Genre=dvd - CRIME;Duration=6871;Assembled Product Weight=2.78 Pounds;Original Languages=English;Condition=New;Record Label=Universal Pictures Home Entertainment;Release Date=05/26/2015;Color=Y;Actors=James Garner, Noah Beery Jr., Joe Santos",movies & tv > tv shows > action & adventure,25769804045,videos
1845,,,,baby > feeding > toddler feeding,25769804046,rest
1846,,,, home improvement  >  plumbing & fixtures  >  bathroom  >  indoor tubs & whirlpools ,25769804047,rest
1847,,,,jewelry & watches > jewelry > wedding rings > engagement rings,25769804048,rest
1848,,,,electronics > camera & photo > film photography > film cameras > instant cameras,25769804049,rest
1850,,,,sports & outdoors store > hunting > archery > bows,25769804051,rest
1851,26,https://www.overstock.com/Books-Movies-Music-Games/Oil-and-Coal-Paperback/7317221/product.html,"Format=Paperback;Copyright Year=2013;Series Name=Language Arts Explorer: Energy Lab;Publisher Date=2013-01-01 00:00:00.0;Pages=32;Audience=Children/juvenile;Thickness=0.25 in;Language=English;Height=9.25 in;Unit weight=0.25 lb;Wdth=7.25 in;Authors=Bethea, Nikole Brooks;Publisher=Cherry Lake Pub;Country of Origin=United States;Genre=JUVENILE NONFICTION / Science & Nature / Environmental Conservation & Protection",books & media > books > children's books > science & nature,25769804052,books
1852,,,,sports & outdoors > sports & fitness > exercise & fitness > running > clothing > girls > shorts,25769804053,rest
1853,,,,target > clothing > men's clothing > activewear > pants,25769804054,rest
1854,23,http://www.walmart.com/ip/21599553,Format=Paperback;Number of Pages=320;ISBN-13=9781455507429;Publish Date=Dec 2013;ISBN-10=1455507423;Publisher=Grand Central Pub,books > health mind & body > diet & weight loss,25769804055,books
1855,,,,electronics > accessories & supplies > audio & video accessories > cables & interconnects > video cables > hdmi cables,25769804056,rest
1857,,,,"best buy > appliances > small kitchen appliances > steamers, rice cookers & pressure cookers > pressure cookers",25769804058,rest
1858,,,, clothing & shoes  >  shoes  >  men's shoes  >  oxfords ,25769804059,rest
1861,,,, online shopping  >  clothing & shoes  >  men's clothing  >  ties  >  ties ,25769804062,rest
1862,,,,best buy > car electronics & gps > marine electronics > marine audio > marine decks,25769804063,rest
1864,,,,home improvement > hardware > tie downs > chains ropes & tiedowns,25769804065,rest
1868,,,, home improvement  >  hardware  >  home hardware  >  window hardware ,25769804069,rest
1870,,,, sports & toys  >  collectibles  >  fan shop  >  college themed ,25769804071,rest
1871,,,,best buy > computers & tablets > ipad & tablet accessories > cases covers & keyboard folios > covers,25769804072,rest
1875,,,,target > a+ designed by aldo,25769804076,rest
1876,,,, bedding & bath  >  blankets & throws  >  blankets  >  blankets ,25769804077,rest
1877,,,,target > shoes > women's shoes > sandals,25769804078,rest
1883,,,,home & kitchen > home dÌ©cor > home dÌ©cor accents > sculptures > wall sculptures,25769804084,rest
1884,,,,best buy > appliances > small kitchen appliances > mixers & mixer accessories,25769804085,rest
1887,,,,jewelry & watch store > jewelry store > necklaces > sterling silver necklaces,25769804088,rest
1888,,,,jewelry > fashion jewelry > fashion rings,25769804089,rest
1889,,,,industrial & scientific > professional dental supplies > oral hygiene & preventive care > oral hygiene & patient take home supplies > toothbrushes,25769804090,rest
1891,,,,collectibles & fine art > sports > trading cards > single cards > insert singles,25769804092,rest
1893,,,,target > party supplies > wedding supplies,25769804094,rest
1894,,,,target > clothing > girls' clothing > activewear & dance > dancewear > dancewear bottoms,25769804095,rest
1895,,,,target > baby > car seats > car seat accessories,25769804096,rest
1899,,,,home & kitchen > kitchen & dining > dining & entertaining > serveware > serving dishes trays & platters > platters,25769804100,rest
1903,,,,best buy > audio & mp3 > home audio > speakers > in-wall & in-ceiling speakers > in-wall speakers,25769804104,rest
1905,,,,beauty & personal care > hair care > hair accessories > clips,25769804106,rest
1907,,,,best buy > best buy gift cards,25769804108,rest
1908,,,, electronics office office supplies filing & storage ,25769804109,rest
1910,24,http://www.amazon.com/dp/B0053B2MMU?psc=1,"X-Ray=Not Enabled;Enhanced Typesetting=Not Enabled;Word Wise=Not Enabled;Language=English;Publication Date=May 10, 2011;Sold by=Amazon Digital Services LLC;Print Length=996 pages;Text-to-Speech=Enabled;File Size=12424 KB;Lending=Not Enabled;ASIN=B0053B2MMU;Publisher=Churchill Livingstone; 4 edition May 10, 2011;Simultaneous Device Usage=Up to 4 simultaneous devices, per publisher limits;Amazon Best Sellers Rank=#1,563,939 Paid in Kindle Store See Top 100 Paid in Kindle Store #226 in Kindle Store > Kindle eBooks > Medical eBooks > Nursing > Medical & Surgical #1490 in Books > Medical Books > Nursing > Medical & Surgical #68590 in Kindle Store > Kindle eBooks > Nonfiction > Science",books > medical books > nursing > medical & surgical > kindle store > kindle ebooks > medical ebooks > nursing > medical & surgical,25769804111,books
1912,,,,target > electronics > home phones > accessories,25769804113,rest
1913,,,,patio & garden > outdoor power equipment > lawn mowers > gas lawn mowers,25769804114,rest
1916,,,,home page > electronics > cameras & camcorders > camera accessories > memory card readers,25769804117,rest
1918,,,,electronics > computers > laptops > windows 10 laptops,25769804119,rest
1921,,,,home > furniture > kitchen & dining furniture > kitchen & dining chairs,25769804122,rest
1923,,,,electronics > computers & accessories > computer accessories & peripherals > memory cards > micro sd cards,25769804124,rest
1925,,,, health & beauty  >  beauty products  >  perfumes & fragrances  >  women's fragrances ,25769804126,rest
1926,,,,target > clothing > men's clothing > jeans > straight,25769804127,rest
1928,,,,mobile phones > mobile phone accessories > mobile phone cases & clips > fitted,25769804129,rest
1930,,,,best buy > car electronics & gps > car audio > cb radios & scanners,25769804131,rest
1931,,,,sports & toys > hunting > hunting apparel & footwear > hunting footwear,25769804132,rest
1935,,,,home goods > furniture store > kids' & toddler furniture > kids' storage & toy boxes,25769804136,rest
1938,,,,target > patio & garden > outdoor decor > garden d?cor,25769804139,rest
1939,24,http://www.amazon.com/dp/B001M6FWEU?psc=1,"Number of Discs=1;Average Customer Review=4.1 out of 5 stars See all reviews 18 customer reviews;Label=Shout Factory;ASIN=B001M6FWEU;Amazon Best Sellers Rank=#34,322 in CDs & Vinyl See Top 100 in CDs & Vinyl #569 in CDs & Vinyl > Rock > Oldies & Retro #1386 in CDs & Vinyl > Pop > Oldies",cds & vinyl > pop > oldies > cds & vinyl > rock > oldies & retro,25769804140,music
1941,,,,automotive > interior accessories > seat covers & accessories > seat covers > custom fit,25769804142,rest
1942,,,,tools & home improvement > rough plumbing > faucet parts > faucet handles,25769804143,rest
1946,,,,home & kitchen > storage & organization > clothing & closet storage > clothes hangers > suit hangers,25769804147,rest
1948,,,,online shopping >  home & garden >  home improvement >  sinks >  bathroom sinks,25769804149,rest
1950,,,,clothing & shoe store > women's clothing store > intimates > panties,25769804151,rest
1952,,,,sports & outdoors > outdoor sports > emergency prep > first aid,25769804153,rest
1953,,,,automotive > tools & equipment > steering & suspension tools > ball joint & tie rod tools,25769804154,rest
1954,,,,target > clothing > women's clothing > pants,25769804155,rest
1956,,,,tools & home improvement > hardware > door hardware & locks > door knobs,25769804157,rest
1957,,,,toys > building sets & blocks > bricks & blocks,25769804158,rest
1958,,,,home > kitchen & dining > dining & entertaining > serveware,25769804159,rest
1960,,,,home & kitchen > kitchen & dining > kitchen & table linens > dish cloths & dish towels,25769804161,rest
1962,,,, online shopping  >  clothing & shoes  >  shoes  >  girls' shoes  >  athletic ,25769804163,rest
1964,,,, online shopping  >  home & garden  >  furniture  >  modern furniture  >  living room furniture  >  bean & lounge bags ,25769804165,rest
1966,,,, sports & outdoors  >  sports fan shop  >  clothing fan shop  >  clothing fan shop ,25769804167,rest
1967,,,,bedding & bath store > sheets & pillowcases > bed sheets,25769804168,rest
1969,,,,target > clothing > girls' clothing > activewear & dance,25769804170,rest
1970,,,,"target > sports, fitness & outdoors > fan shop > sports equipment",25769804171,rest
1971,,,,target > home > bath > bath towels,25769804172,rest
1972,,,,clothing > shoes > men's shoes > all men's shoes,25769804173,rest
1973,24,http://www.amazon.com/dp/B00C1N0UYA?psc=1,"Original Release Date=March 31, 2013;Total Length=1;Genres=Dance & Electronic > ElectronicaMiscellaneous;Copyright=2013 Nina Tucciarelli;Average Customer Review=Be the first to review this item;Label=Damsel in the Dollhouse;Release Date=March 31, 2013;ASIN=B00C1N0UYA;Amazon Best Sellers Rank=#378,731 Paid in Albums See Top 100 Paid in Albums #9744 in Digital Music > Albums > Dance & Electronic > Electronica #34163 in Digital Music > Albums > Miscellaneous",digital music > albums > dance & electronic > electronica,25769804174,music
1974,24,http://www.amazon.com/dp/B00DJYKGWG?psc=1,"Run Time=43 minutes;Original Release Date=April 1, 2013;Number of Discs=1;Average Customer Review=4.3 out of 5 stars See all reviews 43 customer reviews;Label=SBME SPECIAL MKTS.;ASIN=B00DJYKGWG;Amazon Best Sellers Rank=#103,555 in Music See Top 100 in Music #7981 in Music > Country #82626 in Music > Pop",cds & vinyl > country > cds & vinyl > pop,25769804175,music
1975,,,,clothing & shoes > shoes > women's shoes > slip-ons,25769804176,rest
1976,,,, clothing & shoes  >  men's clothing  >  shirts  >  men's t-shirts ,25769804177,rest
1977,,,,industrial,25769804178,rest
1978,,,,target > clothing > women's clothing > intimates > panties > hipster,25769804179,rest
1979,,,,home > bath > bath rugs & mats,25769804180,rest
1980,,,,best buy > home > outdoor living > grills > charcoal grills,25769804181,rest
1982,,,,clothing > big & tall > big & tall activewear,25769804183,rest
1983,,,,best buy > office > office electronics > shredders,25769804184,rest
1988,,,,office supplies > janitorial & cleaning > restroom supplies > paper towels,25769804189,rest
1991,,,, online shopping  >  home & garden  >  home decor  >  decorative accessories  >  throw pillows ,25769804192,rest
1992,,,,power & hand tools > power tool parts & accessories > power drill parts & accessories > drill bits > twist drill bits > long length drill bits,25769804193,rest
1995,,,, online shopping  >  electronics  >  computer hardware & software  >  software  >  children's ,25769804196,rest
1996,,,,target > clothing > school uniforms > girls' uniforms > girls' shoes,25769804197,rest
1997,,,,best buy > audio & mp3 > home audio > speakers > in-wall & in-ceiling speakers > in-ceiling speakers,25769804198,rest
1999,,,,sports & outdoors store > collectibles > sports memorabilia > hockey,25769804200,rest
2001,,,,clothing shoes & jewelry > women > shops > maternity > dresses,25769804202,rest
2002,,,,best buy > car electronics & gps > car audio > car amplifiers > mono subwoofer amps,25769804203,rest
2003,,,, bedding & bath  >  sheets & pillowcases  >  sheets ,25769804204,rest
2004,,,, clothing  >  boys  >  boys' bottoms  >  boys' shorts ,25769804205,rest
2006,,,,home goods > home decor store > decorative accessories > fountains,25769804207,rest
2007,,,,online shopping >  clothing & shoes >  shoes >  women's shoes >  slip-ons,25769804208,rest
2008,,,,clothing shoes & jewelry > men > clothing > underwear > boxer briefs,25769804209,rest
2009,,,,patio lawn & garden > gardening > water gardens & ponds > water garden kits,25769804210,rest
2010,,,,shoes > women's > pumps,25769804211,rest
2011,,,,best buy > car electronics & gps > car audio > car amplifiers > multi-channel amps,25769804212,rest
2012,,,,target > shoes > women's shoes > slippers,25769804213,rest
2013,,,,tools & home improvement > power & hand tools > hand tools > wrenches > combination wrenches,25769804214,rest
2014,24,https://www.amazon.com/dp/B000P1KPGI?psc=1,"Format=Multiple Formats, Box set, Color, NTSC, Original recording remastered;Run Time=780 minutes;Number of discs=4;Region=Region 1 U.S. and Canada only. Read more about DVD formats.;edition=DVD;Aspect Ratio=1.33;DVD Release Date=July 17, 2007;Language=English;Average Customer Review=4.0 out of 5 stars See all reviews 29 customer reviews;Studio=Infinity Entertainment Group;ASIN=B000P1KPGI;Amazon Best Sellers Rank=#94,672 in Movies & TV See Top 100 in Movies & TV #10963 in Movies & TV > DVD > Kids & Family;Actors=Bozo;Directors=Various;Rated=NR Not Rated",movies & tv > boxed sets > kids & family > movies & tv > boxed sets > television > movies & tv > classic tv > movies & tv > genre for featured categories > kids & family > movies & tv > tv,25769804215,videos
2016,,,,automotive > paint & paint supplies > paints & primers > body paint,25769804217,rest
2017,,,,sports & toys > sports & fitness > team sports > hockey,25769804218,rest
2018,,,,clothing shoes & jewelry > women > clothing > active > active pants,25769804219,rest
2019,,,,best buy > cameras & camcorders > digital camera accessories > filters,25769804220,rest
2020,,,,"arts, crafts & sewing > fabric > all fabric",25769804221,rest
2021,,,,health > home health care > daily living aids,25769804222,rest
2022,,,,target > clothing > school uniforms > girls' uniforms > girls' tops,25769804223,rest
2023,,,,best buy > cameras & camcorders > digital camera accessories > camera lenses > dslr lenses > prime lenses,25769804224,rest
2025,,,, online shopping  >  sports & toys  >  collectibles  >  fan shop  >  college themed ,25769804226,rest
2027,,,,"target > sports, fitness & outdoors > fan shop > automotive",25769804228,rest
2028,,,,automotive > motorcycle & powersports > parts > electrical > lights > tail light assemblies,25769804229,rest
2029,,,,main street revolution > home decor > wall decor > original art,25769804230,rest
2032,,,, target  >  clothing  >  men's clothing  >  big & tall  >  jeans ,25769804233,rest
2033,,,,best buy > cameras & camcorders > digital cameras > point & shoot cameras > all point & shoot cameras,25769804234,rest
2036,,,,health & beauty > beauty products > skin care > facial treatments,25769804237,rest
2037,,,,tools & home improvement > kitchen & bath fixtures > bathroom fixtures > showers > shower doors,25769804238,rest
2039,,,,best buy > home > toys games & hobbies > learning & education > science & discovery,25769804240,rest
2042,,,,best buy > computers & tablets > laptops > all laptops > 2-in-1s,25769804243,rest
2046,,,,best buy > cameras & camcorders > camcorders > action camcorders > all action camcorders,25769804247,rest
2047,,,,online shopping >  jewelry & watches >  jewelry >  wedding rings >  bridal sets,25769804248,rest
2049,,,,tools & home improvement > kitchen & bath fixtures > bathroom fixtures > toilets & toilet parts > toilet seats,25769804250,rest
2050,,,,home improvement > bathroom renovation > bathroom fixtures and materials > shower and tub project > shower bases doors & walls,25769804251,rest
2051,,,,jewelry & watches > jewelry > jewelry boxes,25769804252,rest
2053,,,, online shopping  >  jewelry & watches  >  jewelry  >  fashion jewelry  >  more fashion jewelry ,25769804254,rest
2054,,,,target > clothing > girls' clothing > bottoms > shorts,25769804255,rest
2055,,,,sports & outdoors > outdoor sports > shooting > shooting accessories > gun holsters,25769804256,rest
